0, 0.000000000, 1, 1.000000000
2, 0.020000000, 1, 1.000000000
4, 0.039992000, 3, 0.999600000
6, 0.059968003, 5, 0.998800160
8, 0.079920019, 7, 0.997600800
10, 0.099840067, 9, 0.996002400
12, 0.119720179, 11, 0.994005599
14, 0.139552403, 13, 0.991611195
16, 0.159328806, 15, 0.988820147
18, 0.179041477, 17, 0.985633571
20, 0.198682532, 19, 0.982052741
22, 0.218244114, 21, 0.978079090
24, 0.237718398, 23, 0.973714208
26, 0.257097595, 25, 0.968959840
28, 0.276373953, 27, 0.963817888
30, 0.295539761, 29, 0.958290409
32, 0.314587353, 31, 0.952379614
34, 0.333509110, 33, 0.946087867
36, 0.352297464, 35, 0.939417685
38, 0.370944899, 37, 0.932371736
40, 0.389443956, 39, 0.924952838
42, 0.407787235, 41, 0.917163959
44, 0.425967399, 43, 0.909008214
46, 0.443977176, 45, 0.900488866
48, 0.461809362, 47, 0.891609322
50, 0.479456825, 49, 0.882373135
52, 0.496912505, 51, 0.872783999
54, 0.514169420, 53, 0.862845749
56, 0.531220667, 55, 0.852562361
58, 0.548059426, 57, 0.841937948
60, 0.564678961, 59, 0.830976759
62, 0.581072625, 61, 0.819683180
64, 0.597233860, 63, 0.808061728
66, 0.613156201, 65, 0.796117051
68, 0.628833280, 67, 0.783853927
70, 0.644258825, 69, 0.771277261
72, 0.659426667, 71, 0.758392085
74, 0.674330738, 73, 0.745203552
76, 0.688965077, 75, 0.731716937
78, 0.703323830, 77, 0.717937635
80, 0.717401253, 79, 0.703871158
82, 0.731191716, 81, 0.689523133
84, 0.744689702, 83, 0.674899299
86, 0.757889812, 85, 0.660005505
88, 0.770786766, 87, 0.644847709
90, 0.783375405, 89, 0.629431974
92, 0.795650694, 91, 0.613764466
94, 0.807607723, 93, 0.597851452
96, 0.819241709, 95, 0.581699298
98, 0.830547998, 97, 0.565314464
100, 0.841522068, 99, 0.548703504
102, 0.852159529, 101, 0.531873063
104, 0.862456126, 103, 0.514829872
106, 0.872407741, 105, 0.497580749
108, 0.882010393, 107, 0.480132594
110, 0.891260241, 109, 0.462492386
112, 0.900153585, 111, 0.444667181
114, 0.908686867, 113, 0.426664109
116, 0.916856674, 115, 0.408490372
118, 0.924659739, 117, 0.390153239
120, 0.932092940, 119, 0.371660044
122, 0.939153304, 121, 0.353018185
124, 0.945838006, 123, 0.334235119
126, 0.952144373, 125, 0.315318359
128, 0.958069882, 127, 0.296275472
130, 0.963612163, 129, 0.277114074
132, 0.968769000, 131, 0.257841831
134, 0.973538329, 133, 0.238466451
136, 0.977918243, 135, 0.218995684
138, 0.981906989, 137, 0.199437319
140, 0.985502973, 139, 0.179799179
142, 0.988704755, 141, 0.160089120
144, 0.991511055, 143, 0.140315025
146, 0.993920751, 145, 0.120484804
148, 0.995932879, 147, 0.100606389
150, 0.997546634, 149, 0.080687731
152, 0.998761370, 151, 0.060736798
154, 0.999576601, 153, 0.040761571
156, 0.999992002, 155, 0.020770039
158, 1.000007406, 157, 0.000770199
160, 0.999622807, 159, -0.019229949
162, 0.998838359, 161, -0.039222405
164, 0.997654376, 163, -0.059199172
166, 0.996071331, 165, -0.079152260
168, 0.994089857, 167, -0.099073687
170, 0.991710747, 169, -0.118955484
172, 0.988934953, 171, -0.138789699
174, 0.985763585, 173, -0.158568398
176, 0.982197912, 175, -0.178283670
178, 0.978239359, 177, -0.197927628
180, 0.973889511, 179, -0.217492415
182, 0.969150107, 181, -0.236970205
184, 0.964023043, 183, -0.256353207
186, 0.958510370, 185, -0.275633668
188, 0.952614292, 187, -0.294803875
